TimePeriod,Inst g,Avg g,Lengths
4.46322,0.47563,0.00184,24.0
0.72065,18.24405,0.06055,24.0
0.87624,12.34034,0.03925,24.0
0.77157,15.9155,0.04835,24.0
0.73409,17.58228,0.05127,24.0
1.14356,7.24519,0.02035,24.0
4.3819,0.49345,0.00144,24.0
4.44201,0.48019,0.00136,24.0
14.57355,0.04461,0.00012,24.0
0.72065,18.24405,0.04763,24.0
0.72631,17.96094,0.04582,24.0
0.70721,18.94392,0.04663,24.0
0.87199,12.46073,0.02963,24.0
0.8628,12.72771,0.02926,24.0
0.72207,18.17265,0.04047,24.0
0.70863,18.86837,0.04067,24.0
0.72136,18.2083,0.03809,24.0
0.80622,14.57673,0.02962,24.0
0.73126,17.71857,0.03509,24.0
0.7355,17.51472,0.03375,24.0
37.52122,0.00673,2e-05,24.0
0.71004,18.79327,0.03523,24.0
30.35219,0.01028,5e-05,24.0
0.9505,10.48748,0.01939,24.0
1.12376,7.50278,0.01365,24.0
1.00071,9.46143,0.01686,24.0
1.13508,7.35393,0.01286,24.0
0.98656,9.73467,0.01669,24.0
11.34441,0.07362,0.00015,24.0
4.971,0.38343,0.00066,24.0
0.99151,9.63771,0.0159,24.0
27.8045,0.00919,4e-05,18.0
0.6255,18.16258,0.02918,18.0
0.8795,9.18672,0.01453,18.0
0.875,9.28146,0.01445,18.0
29.31895,0.00827,0.00827,18.0
0.88897,8.99209,0.81089,18.0
1.26238,4.45918,0.24397,18.0
1.26167,4.46418,0.15965,18.0
1.26096,4.46919,0.11662,18.0
21.72348,0.02008,0.02008,24.0
2.83663,1.17751,0.18841,24.0
4.60537,0.44673,0.06495,24.0
1.41796,4.71239,0.20529,24.0
21.01627,0.02145,0.01247,24.0
1.07072,8.26453,0.24359,24.0
1.07214,8.24274,0.18763,24.0
12.21146,0.04765,0.00236,18.0
1.26945,4.40963,0.07478,18.0
1.26874,4.41455,0.06493,18.0
1.26945,4.40963,0.05728,18.0
23.9325,0.01241,0.01241,18.0
0.869,9.41007,1.06077,18.0
0.8695,9.39925,0.52391,18.0
0.8705,9.37766,0.33316,18.0
0.8695,9.39925,0.244,18.0
0.8695,9.39925,0.20008,18.0
0.869,9.41007,0.16809,18.0
0.666,16.02078,0.2431,18.0
32.161,0.00382,0.00345,10.0
1.39,2.04329,0.02433,10.0
1.386,2.0551,0.02163,10.0
6.5735,0.16445,0.00168,18.0
1.0935,5.94285,0.0548,18.0
0.9375,8.08518,0.068,18.0
7.132,0.1397,0.00226,18.0
0.892,8.93105,0.06665,18.0
0.8915,8.94107,0.06292,18.0
9.2345,0.08333,0.00108,18.0
0.6825,15.25552,0.09425,18.0
0.674,15.64273,0.0916,18.0
8.064,0.10928,0.10928,18.0
0.885,9.07289,1.02301,18.0
0.8845,9.08315,0.50625,18.0
0.8845,9.08315,0.33688,18.0
668.03052,2e-05,0.01482,18.0
63.697,0.00175,0.00046,18.0
0.686,15.10025,0.32234,18.0
45.9005,0.00337,0.0052,18.0
4.8485,0.30229,0.00904,18.0
3.8425,0.48129,0.00877,18.0
0.689,14.96904,0.21682,18.0
2.7935,0.91062,0.01298,18.0
6.7865,0.15429,0.00287,18.0
0.658,16.41272,0.18628,18.0
0.906,8.65717,0.08804,18.0
0.6725,15.71259,0.14226,18.0
16.03253,0.03686,0.00151,24.0
0.72419,18.06633,0.146,24.0
9.43,0.07991,0.00087,18.0
0.701,14.46093,0.10193,18.0
0.704,14.33795,0.09442,18.0
94.752,0.00079,0.00079,18.0
0.6895,14.94733,1.3212,18.0
0.694,14.75412,0.69088,18.0
27.9604,0.00909,0.00909,18.0
1.26025,4.4742,0.45259,18.0
0.94979,7.87733,0.37635,18.0
0.9512,7.85392,0.24583,18.0
22.70156,0.01838,0.00627,24.0
0.86139,12.76954,0.29787,24.0
17.66549,1.02277,1.02277,18.0
0.96181,8.68163,0.72895,18.0
1.28289,5.31774,0.22853,18.0
59.47666,1.00201,0.04285,18.0
0.9505,8.86561,0.23114,18.0
173.8232,1.00024,0.03078,18.0
1.4703,4.28717,0.0893,18.0
20.94908,1.01619,0.02168,18.0
0.94625,8.93631,0.14561,18.0
1.26803,5.41947,0.07744,18.0
0.94837,8.90085,0.11126,18.0
1.26803,5.41947,0.05998,18.0
40.57426,1.00324,1.00324,13.5
1.04738,5.85828,0.55927,13.5
5.01556,1.21186,0.0693,13.5
11.44342,1.0407,0.055,13.5
1.10396,5.37307,0.17928,13.5
0.85926,8.21838,0.20122,13.5
14.38685,1.03433,0.02528,18.0
0.94201,9.00797,0.1527,18.0
0.97525,8.47141,0.12123,18.0
0.85714,10.67221,0.13011,18.0
17.29137,1.02377,0.014,18.0
46.085,1.00316,1.00316,17.0
1.713,3.28715,0.37057,17.0
24.334,1.01333,0.06577,20.0
1.338,5.4104,0.20936,20.0
4.065,1.47782,0.04079,20.0
1.352,5.31953,0.11831,20.0
1.382,5.13403,0.09179,20.0
1.33,5.46361,0.08152,20.0
19.645,1.01637,1.01637,15.5
1.68,3.23801,0.36673,15.5
15.5,1.02629,0.06989,15.5
23.551,1.01424,0.05129,18.0
1.41,4.97147,0.15219,18.0
1.408,4.98276,0.11154,18.0
1.426,4.88285,0.08624,18.0
1.217,6.331,0.09152,18.0
25.093,1.00909,1.00909,14.5
1.602,3.2305,0.34864,14.5
1.385,3.9842,0.193,14.5
26.687,1.01219,1.01219,22.0
1.96,3.26084,0.33166,22.0
1.4,5.43125,0.27067,22.0
1.514,4.78905,0.15526,22.0
14.695,1.04022,0.03527,22.0
1.525,4.73459,0.10798,22.0
5.117,1.3317,0.02621,22.0
1.371,5.6207,0.09501,22.0
1.937,3.31485,0.04829,22.0
5.868,1.25223,0.01667,22.0
9.728,1.09178,0.01367,22.0
35.603,1.00707,0.01219,22.7
1.589,4.54926,0.04858,22.7
1.653,4.27974,0.04098,22.7
1.538,4.78855,0.04152,22.7
1.381,5.69892,0.04517,22.7
1.557,4.69665,0.03434,22.7
1.541,4.77381,0.03252,22.7
1.366,5.80269,0.03669,22.7
1.388,5.65165,0.03378,22.7
1.556,4.7014,0.0266,22.7
1.562,4.67302,0.02489,22.7
29.40099,1.00959,1.00959,21.0
1.31895,5.76563,0.65029,21.0
48.89392,1.00281,1.00281,17.0
1.17963,5.82298,0.5938,17.0
0.89745,9.33267,0.4463,17.0
0.86492,9.97128,0.30182,17.0
1.17822,5.83457,0.13441,17.0
1.15912,5.99516,0.111,17.0
14.51131,1.03937,0.02053,21.0
0.95615,10.06827,0.15004,21.0
1.03324,8.76564,0.11263,21.0
1.0389,8.68129,0.09775,21.0
0.93989,10.38486,0.10339,21.0
14.91655,1.04347,0.01066,24.5
6.42291,1.23446,0.0121,24.5
4.7256,1.43312,0.01304,24.5
1.41372,5.83948,0.04618,24.5
1.42079,5.79143,0.0429,24.5
17.93423,1.03498,0.00776,28.5
1.21711,8.59524,0.05736,28.5
1.22348,8.51642,0.05328,28.5
1.12306,9.92077,0.05831,28.5
1.1181,9.99994,0.05551,28.5
1.23621,8.36242,0.04406,28.5
1.10467,10.22022,0.05106,28.5
34.57355,1.0108,0.00526,32.7
0.80481,20.93067,0.09827,32.7
1.22207,9.64408,0.04326,32.7
1.18812,10.14509,0.04353,32.7
1.22419,9.61415,0.03958,32.7
1.22277,9.63409,0.03809,32.7
1.22136,9.6541,0.03671,32.7
1.186,10.17783,0.03743,32.7
1.18105,10.25494,0.03623,32.7
1.18034,10.26603,0.03503,32.7
1.23197,9.5057,0.03138,32.7
1.17327,10.37807,0.03326,32.7
1.18388,10.21076,0.03161,32.7
0.80481,20.93067,0.06275,32.7
0.80481,20.93067,0.06092,32.7
1.23975,9.39929,0.02664,32.7
1.16124,10.57327,0.02904,32.7
1.24611,9.3137,0.02491,32.7
0.80127,21.10696,0.05482,32.7
1.25318,9.22013,0.02338,32.7
1.1471,10.8108,0.02656,32.7
28.13579,1.00648,1.00648,13.0
1.04385,5.71009,0.52399,13.0
12.38402,1.04505,0.09095,17.5
1.43989,4.33228,0.18003,17.5
1.19661,5.82498,0.16657,17.5
15.95332,1.02637,0.02718,17.0
0.91372,9.03864,0.17269,17.0
1.17963,5.82298,0.09395,17.0
0.88472,9.57419,0.13676,17.0
1.98303,2.70668,0.03432,17.0
1.29703,4.98941,0.05681,17.0
1.17963,5.82298,0.06029,17.0
1.18034,5.8172,0.05437,17.0
14.37341,1.03249,0.00978,17.0
1.19731,5.68159,0.04735,17.0
0.93989,8.59727,0.06625,17.0
0.95757,8.31931,0.05972,17.0
1.0099,11.33507,0.07801,26.7
21.51061,1.02278,0.00714,26.7
21.45969,1.02803,0.00677,32.7
1.44696,7.16588,0.04285,32.7
31.61386,1.01185,0.00646,30.0
0.78854,20.04716,0.11048,30.0
1.25743,8.49059,0.04452,30.0
0.78289,20.32345,0.10082,30.0
1.09123,10.94599,0.05184,30.0
46.03819,1.00317,0.00479,17.0
1.17751,5.84037,0.02582,17.0
40.60679,1.00407,0.00444,17.0
2.34088,2.22476,0.00944,17.0
0.92433,8.85518,0.03603,17.0
6.04173,1.18386,0.00468,17.0
1.22136,5.49907,0.0212,17.0
21.1761,1.01849,0.00386,21.0
1.32249,5.74018,0.02075,21.0
0.81542,13.46865,0.04684,21.0
0.91018,11.00739,0.03691,21.0
15.06577,1.04174,0.00351,24.0
1.40948,5.76931,0.01831,24.0
1.11386,8.63675,0.02645,24.0
1.67327,4.38408,0.01315,24.0
19.12023,1.0189,0.00306,17.5
0.93423,8.91573,0.02558,17.5
1.20226,5.77968,0.01618,17.5
0.94837,8.68138,0.02381,17.5
4.14781,1.40157,0.00382,17.5
5.73904,1.20976,0.00327,17.5
2.12023,2.53686,0.00665,17.5
1.20368,5.76845,0.01463,17.5
1.22348,5.61535,0.01394,17.5
1.20651,5.74612,0.01397,17.5
1.20156,5.78531,0.01377,17.5
0.75106,13.2475,0.03084,17.5
1.20721,5.74056,0.01312,17.5
35.77157,1.0054,0.00228,17.5
21.89038,1.01648,1.01648,20.0
0.86704,11.50286,1.03277,20.0
1.02475,8.51886,0.39061,20.0
0.94342,9.87109,0.29816,20.0
1.01344,8.6877,0.19801,20.0
0.93423,10.04655,0.18227,20.0
1.04455,8.23648,0.1272,20.0
1.3133,5.57788,0.07438,20.0
0.91443,10.4426,0.1222,20.0
0.90736,10.59037,0.1112,20.0
0.89958,10.75696,0.10124,20.0
1.08062,7.76148,0.06657,20.0
1.31683,5.55333,0.04352,20.0
1.11033,7.40456,0.05349,20.0
43.53041,1.00473,0.00687,22.7
1.38755,5.65464,0.03704,22.7
3.08982,1.93869,0.01251,22.7
0.98586,10.22059,0.06151,22.7
0.98303,10.27374,0.05766,22.7
18.06931,1.02297,0.00593,19.0
0.98515,8.72876,0.04526,19.0
0.9017,10.22554,0.04987,19.0
1.97595,2.92114,0.01362,19.0
0.97454,8.89794,0.03905,19.0
0.97737,8.85229,0.0369,19.0
0.91726,9.91522,0.03949,19.0
0.99151,8.62985,0.03296,19.0
0.8925,10.41659,0.03813,19.0
0.87694,10.75369,0.0377,19.0
0.99929,8.51152,0.02875,19.0
1.00849,8.37519,0.0273,19.0
1.26379,5.69638,0.018,19.0
1.26025,5.72277,0.01752,19.0
1.471,4.46645,0.01326,19.0
1.25884,5.73339,0.01649,19.0
1.25813,5.73871,0.01603,19.0
0.76874,13.69267,0.03715,19.0
1.25813,5.73871,0.01519,19.0
1.25884,5.73339,0.01478,19.0
1.25813,5.73871,0.01443,19.0
1.25248,5.78162,0.01417,19.0
57.2355,1.00253,0.00248,21.0
0.94979,10.19022,0.02415,21.0
1.02263,8.92759,0.02063,21.0
0.94059,10.37075,0.02331,21.0
0.96252,9.94874,0.02182,21.0
0.92574,10.67383,0.0228,21.0
0.96322,9.9356,0.02075,21.0
0.85361,12.37793,0.0252,21.0
52.30764,1.00231,8.04046,16.0
0.98868,7.46196,2.9527,16.0
2.0297,2.53326,4.68122,16.0
4.1867,1.36036,3.89732,16.0
8.20863,1.09374,2.24987,16.0
1.20085,5.38029,3.42075,16.0
1.31542,4.6505,6.62203,16.0
0.91726,8.50756,7.67312,16.0
4.40948,1.32487,4.81574,16.0
5.38685,1.21768,5.49464,16.0
82.13932,1.0014,4.1668,24.0
23.0297,1.01638,8.04328,22.0
3.24894,1.82281,3.76922,22.0
11.3826,1.06703,2.02263,22.0
4.7546,1.3842,6.24884,22.0
44.73267,1.00316,3.20392,16.0
0.87553,9.24019,5.32285,16.0
0.83734,10.00897,9.24942,16.0
1.17751,5.55565,8.4329,16.0
0.88402,9.08274,7.7001,16.0
0.90099,8.78108,8.40199,16.0
0.85644,9.61173,9.2323,16.0
0.92008,8.46146,9.02137,16.0
0.86634,9.41601,9.32012,16.0
37.66761,1.00445,8.04089,16.0
2.65064,1.89904,2.06752,16.0
2.74752,1.83675,4.31752,16.0
52.4512,1.00297,8.04059,20.7
24.54597,1.01356,8.04271,20.7
0.90736,10.92603,6.9276,20.7
0.91443,10.77309,8.5179,20.7
1.0488,8.42928,8.26573,20.7
0.99859,9.1952,6.02617,20.7
15.77369,1.03284,4.54689,20.7
7.33876,1.15173,4.30076,20.7
7.03112,1.1653,6.3359,20.7
1.67397,3.9163,7.39323,20.7
31.31542,1.00833,3.97058,20.7
139.08133,1.00054,7.65763,26.7
0.70438,22.24473,17.59426,26.7
0.84088,15.90755,10.24732,26.7
0.96181,12.39441,15.40323,26.7
0.75389,19.54622,10.40409,26.7
2.13861,3.30466,8.25532,26.7
2.49717,2.69034,9.51667,26.7
46.33805,1.00491,10.57107,26.7
6.29774,1.26577,7.20048,26.7
0.79137,17.83099,15.06691,26.7
1.07072,10.19429,13.27144,26.7
0.8826,14.53134,18.42063,26.7
0.77369,18.60902,15.2436,26.7
1.10679,9.60481,14.17206,26.7
41.98235,1.00464,8.04093,20.7
0.985,9.42283,9.06456,20.7
22.50297,1.01559,5.8546,20.0
5.54372,1.25691,7.70681,20.0
2.0202,2.93464,7.04888,20.0
40.70107,1.0056,5.56225,23.5
25.25432,1.01455,8.04291,23.5
0.93267,11.66518,10.59912,23.5
0.96803,10.90035,10.46298,23.5
1.43896,5.48052,8.38678,23.5
21.6106,1.0175,7.62594,20.7
0.97934,9.52041,8.90647,20.7
28.25033,1.00791,7.58311,16.0
1.16814,5.62903,7.1501,16.0
0.985,7.5104,8.42185,16.0
3.60342,1.48646,5.1852,16.0
2.78317,1.81545,5.50673,16.0
15.83141,1.0252,5.37721,16.0
1.17945,5.54065,5.59245,16.0
286.70563,1.00008,4.67237,16.0
0.72196,13.11876,6.51585,16.0
0.92843,8.32791,6.51391,16.0
1.12501,5.99079,5.65625,16.0
34.09315,1.00679,8.04136,20.0
29.11088,1.00932,4.5589,20.0
11.68706,1.05781,1.08253,20.0
13.53897,1.04307,2.07602,20.0
6.58387,1.18215,2.5783,20.0
9.31613,1.07051,1.79664,15.5
8.67408,1.08133,1.32977,15.5
6.1688,1.1608,5.84141,15.5
2.1595,2.31215,7.22193,15.5
0.99419,7.19086,7.11356,15.5
0.77428,11.20689,8.65264,15.5
0.98854,7.26191,4.42833,15.5
4.74893,1.27133,5.66772,15.5
0.94682,7.82591,5.76381,15.5
2.17153,2.29766,4.397,15.5
17.89899,1.02095,4.48058,17.0
0.86479,9.97399,9.11341,17.0
33.85698,1.00878,5.80278,25.5
16.3073,1.03786,4.68426,25.5
30.6255,1.01376,3.88715,32.7
14.07284,1.06518,3.0123,32.7
8.10981,1.19628,4.86702,32.7
1.8802,4.65175,10.52432,32.7
3.60766,1.99187,9.90881,32.7
1.0345,13.06282,11.33724,32.7
0.95459,15.16674,8.39434,32.7
1.10097,11.65026,8.21093,32.7
2.91328,2.52105,7.32788,32.7
4.47033,1.64599,9.24806,32.7
15.16956,1.0561,2.303,32.7
0.96025,15.00032,15.24676,32.7
2.87863,2.55788,8.23534,32.7
0.95247,15.22991,12.96751,32.7
5.21845,1.47405,8.41593,32.7
0.97864,14.47924,7.07801,32.7
5.99344,1.35938,7.42061,32.7
9.84363,1.13323,4.43478,32.7
4.57569,1.61659,7.84671,32.7
1.80312,4.97061,10.89322,32.7
9.46038,1.14424,4.62983,32.7
2.96631,2.46715,4.33584,32.7
0.91924,16.27745,6.60065,32.7
2.25921,3.52927,7.23091,32.7
0.96591,14.83682,14.99727,32.7
11.59797,1.09597,15.05964,32.7
6.24305,1.33122,6.34435,32.7
17.55393,1.04189,10.29012,32.7
4.53397,1.62799,4.63058,32.7
9.21289,1.1521,12.77099,32.7
1.56058,6.3007,11.54886,32.7
55.83033,1.00414,8.69594,32.7
2.53286,3.01227,6.89604,32.7
1.97283,4.31687,10.23722,32.7
5.59321,1.41265,7.51639,32.7
11.75636,1.0934,4.32341,32.7
3.79433,1.89668,10.31519,32.7
2.22668,3.60371,3.31228,32.7
9.82525,1.13373,3.07486,32.7
3.02783,2.40813,16.41985,32.7
8.89965,1.16299,6.63998,32.7
13.92152,1.06661,12.13923,32.7
14.63358,1.06028,3.98551,32.7
9.98081,1.12959,1.66745,32.7
14.89591,1.03736,8.04747,21.0
11.11289,1.06713,4.45477,21.0
8.45983,1.11584,7.29161,21.0
0.87893,11.73166,5.63635,21.0
1.12289,7.57519,7.74886,21.0
0.76509,15.16298,12.86994,21.0
0.83651,12.84785,14.7675,21.0
0.68094,18.87954,15.82162,21.0
0.87964,11.71441,15.01988,21.0
0.69509,18.1594,16.04659,21.0
0.82237,13.25885,13.42024,21.0
0.85065,12.45718,14.88315,21.0
0.72196,16.90587,15.59172,21.0
0.87823,11.74895,13.89418,21.0
0.70781,17.54782,14.5989,21.0
0.92065,10.78109,12.96392,21.0
0.86338,12.12187,14.91147,21.0
0.76509,15.16298,12.61593,21.0
51.6287,1.00311,8.04062,21.0
1.31663,5.78244,6.5595,21.0
1.3131,5.80823,5.01234,21.0
0.72408,16.81281,10.98315,21.0
1.00268,9.24625,9.49478,21.0
1.0147,9.05203,8.79754,21.0
35.14674,1.00725,8.04145,22.7
0.94894,10.95201,11.57134,22.7
1.06207,8.94467,7.0079,22.7
0.86267,13.04193,9.76218,22.7
1.35694,5.86705,7.79753,22.7
86.17369,1.00121,8.04024,22.7
197.43271,1.00022,8.04004,22.0
20.14286,0.02433,7.84487,22.0
1.05163,8.92435,10.98071,22.0
0.85785,13.41149,11.10575,22.0
1.14074,7.58455,10.5511,22.0
1.36563,5.29217,5.30217,22.0
3.21782,0.95318,4.40693,22.0
17.02334,0.03406,7.84681,22.0
0.87482,12.89612,12.13723,22.0
0.9017,12.13887,10.75932,22.0
1.38472,5.14723,7.904,22.0
86.90099,0.00115,7.84023,20.0
50.00212,0.00379,7.84076,21.0
42.05658,0.00424,7.84085,17.5
58.51556,0.00231,5.88131,18.0
21.14569,0.01678,5.10909,17.5
4.29915,0.40583,5.02497,17.5
1.1768,5.41634,4.13193,17.5
20.2751,0.02305,3.06745,21.0
1.30835,5.53511,6.92895,21.0
4.12164,0.55774,3.91399,21.0
79.13084,0.00101,7.8402,15.5
47.89675,0.00275,2.48826,15.5
1.39038,3.26747,3.34446,15.5
8.08911,0.09653,3.23998,15.5
68.97949,0.00191,2.55856,20.7
23.04455,0.01412,7.84283,17.5
53.71994,0.00301,3.3956,20.0
1.16337,6.41726,5.45283,20.0
1.2553,5.51169,5.04912,20.0
29.2355,0.01201,4.01038,22.7
1.36068,5.54398,5.90966,22.7
1.04526,9.3947,7.15221,22.7
1.34158,5.70292,7.64911,22.7
21.43352,0.01633,4.90892,17.5
22.29915,0.02144,1.97676,23.5
1.39816,5.45267,5.65128,23.5
1.34653,5.8788,5.28976,23.5
48.88897,0.00429,5.04793,22.7
94.16478,0.0012,7.84024,9.0
1.36917,5.68606,7.53194,9.0
1.4802,4.86501,6.23642,9.0
100.62022,0.00062,5.12335,9.0
12.43777,0.03062,3.52914,9.0
1.57779,1.90301,2.21659,9.0
17.32744,0.03419,1.86092,9.0
1.34795,5.64919,5.28237,9.0
1.3529,5.60792,5.31582,9.0
23.95332,0.02271,5.26114,9.0
1.13366,10.13691,8.43457,9.0
0.86846,17.27332,11.22788,9.0
0.97383,13.7374,12.47071,9.0
27.91018,0.01926,10.24327,9.0
1.56506,6.12462,7.34631,9.0
1.56153,6.15239,8.55989,9.0
26.25106,0.02062,6.17215,9.0
1.50212,6.29872,10.3814,9.0
1.14922,10.76104,9.66809,9.0
35.76733,0.01111,8.86276,9.0
1.73621,4.71474,9.33557,9.0
1.54102,5.98476,9.40182,9.0
1.19661,9.92568,7.1427,9.0
1.36917,7.58142,9.5859,9.0
1.54385,5.96285,7.61094,9.0
1.54102,5.98476,5.98916,9.0
1.53465,6.0345,6.08903,9.0
196.20862,0.00037,4.90306,9.0
2.75813,1.86824,2.52583,9.0
1.54809,5.9302,5.98936,9.0
1.54597,5.94649,5.9761,9.0
8.4512,0.19899,3.7179,9.0
61.08062,0.00381,3.77325,9.0
1.14851,10.7743,8.6209,9.0
1.11315,11.46969,10.82785,9.0
28.75389,0.01719,7.84344,9.0
1.38543,7.40444,11.04261,9.0
1.18246,10.16456,8.85876,9.0
21.06365,0.02936,6.69686,9.0
1.36139,7.02928,10.86404,9.0
1.50778,5.73058,8.79918,9.0
41.314,0.00763,8.82076,9.0
35.20014,0.01051,7.4007,9.0
1.2454,8.39951,7.91045,9.0
1.28218,7.92459,8.53357,9.0
1.37553,6.88547,9.77533,9.0
22.70156,0.02528,8.82253,9.0
1.46888,6.03809,7.30678,9.0
1.1075,10.62158,7.66553,9.0
51.20792,0.00497,6.76334,9.0
1.11315,10.51388,9.31913,9.0
1.34795,7.17012,9.21143,9.0
57.53183,0.00394,7.71815,9.0
1.11103,10.55407,8.35369,9.0
1.4802,5.94613,7.48138,9.0
23.34088,0.01015,6.32557,9.0
